sample,operator,x,y
a,Colin,21.37048323960732,9.893866042364682
a,Colin,19.42248800488772,10.178304945369526
a,Colin,19.58210040219106,8.953253315655864
a,Colin,18.899264816185323,10.700893132107948
a,Colin,19.26196008306349,9.219528345457615
a,Colin,18.8808341066803,10.594435053198865
a,Colin,20.443302481437936,11.22317505829432
a,Colin,18.78556122175103,9.074364802470742
a,Colin,19.846259688037406,8.075979481358834
a,Colin,19.43326591642979,9.307540635007577
a,Colin,21.544319024257558,7.312888622179659
a,Colin,17.99862221735505,9.920059092228062
a,Colin,20.5568024179924,10.079692288012872
a,Colin,19.718115454012732,10.49525090608918
a,Colin,19.91797833567642,8.862167544595684
a,Colin,18.286331693640644,8.629269689063943
a,Colin,20.070631343782296,9.144307601217527
a,Colin,19.925780796827016,9.533407274421302
a,Colin,20.278710236749156,10.719996030147392
a,Colin,19.309265462948552,9.166036255379693
a,Colin,17.495001764154622,10.750642377714703
a,Colin,20.26560248040822,8.938850805641676
a,Colin,21.257687807445222,9.914080019163668
a,Colin,21.05755387963573,10.76295532524006
a,Colin,20.43752992060809,10.395734566067048
a,Colin,20.336363742858214,9.44860049246732
a,Colin,21.826169113034613,12.227950304678373
a,Colin,19.710571901665386,7.887945648968314
a,Colin,20.470751061519323,8.042527096813346
a,Colin,20.206266124255198,10.423624090465648
a,Colin,20.835984929910154,10.572336997630352
a,Colin,20.16389644108921,11.977678706217995
a,Colin,22.96959325000539,10.890782093984363
a,Colin,20.465079888776494,10.035667036966883
a,Colin,18.816534526072456,10.337171669301224
a,Colin,20.299819832629833,10.410912175590441
a,Colin,20.622775210288264,9.585537774217377
a,Colin,20.977919286311515,9.252432631818468
a,Colin,19.344019236380376,10.189674049915071
a,Colin,20.678554652539823,10.430670367934002
a,Colin,20.788194741154037,9.141387884377869
a,Colin,20.213081584572706,10.278564376638098
a,Colin,20.64171517557938,8.675134577356078
a,Colin,19.768407630889367,8.340374948771919
a,Colin,19.164956270435816,11.462161492989257
a,Colin,19.30168842091213,8.935866749995393
a,Colin,19.163700502860916,8.879897611798162
a,Colin,19.615095133108294,10.35978254179209
a,Colin,21.027687255617383,10.315843135086006
a,Colin,19.63282622229668,10.17876746426795
a,Colin,19.903089218194822,9.148984751558576
a,Colin,18.69373272211526,8.567243638014537
a,Colin,21.89985026058753,9.49950330098005
a,Colin,19.583096614413847,10.568786192682154
a,Colin,19.13802613174703,8.925799001165306
a,Colin,18.53542644686477,10.537541463865686
a,Colin,20.716762840337612,10.353937826159008
a,Colin,19.815975711880174,10.609756314941116
a,Colin,20.96198351259699,9.644846800238348
a,Colin,20.118362084955177,10.104414009617289
a,Colin,19.10718102475459,10.431521943598591
a,Colin,19.950095726429833,9.61784234624508
a,Colin,19.755101251694445,10.37371071411229
a,Colin,18.079663209881637,8.672411446429074
a,Colin,19.626766434371167,11.60830628004501
a,Colin,20.356936403254146,9.183267864525197
a,Colin,20.03200082310349,8.223632891676703
a,Colin,21.40793345187387,10.969965182552267
a,Colin,20.728855588234467,10.690882962672013
a,Colin,19.427021101947048,9.813024581948044
a,Colin,20.692648195858414,8.620689376403242
a,Colin,18.809987716755224,9.898887565709133
a,Colin,18.730735137363745,10.259476744801752
a,Colin,20.66667323488492,11.779271009883459
a,Colin,19.248433974987506,11.025538650717756
a,Colin,20.825596845474532,10.915836896128768
a,Colin,19.343639083438216,11.5698293861113
a,Colin,18.909123490837903,9.877991950082142
a,Colin,20.101272779347994,9.156753425869862
a,Colin,19.676833785301884,9.186364507006045
a,Colin,20.34764790528739,9.519213254682024
a,Colin,19.296398692638473,9.455310011509921
a,Colin,20.030737447481282,10.82700913898573
a,Colin,21.29842780930493,9.743175023129348
a,Colin,20.61741978080301,9.514363074429689
a,Colin,19.390569366599877,10.11620392668693
a,Colin,21.010589107263005,11.391995779449667
a,Colin,18.80640298961105,10.259389905293057
a,Colin,20.84490733351682,10.33962578212184
a,Colin,18.138482838806237,9.288779103556502
a,Colin,18.534000752888513,10.58390301403838
a,Colin,20.906877197135753,9.173044862205149
a,Colin,19.513897585384527,10.714341603056859
a,Colin,20.15405864307323,9.907369563909707
a,Colin,20.61187645738407,9.504205402620588
a,Colin,18.691623459287708,11.328964450449313
a,Colin,19.841177372928925,8.476559858304896
a,Colin,17.561493410633517,10.776568239832596
a,Colin,20.162143505829455,10.297098776283963
a,Colin,19.341581660214946,10.295225029934432
a,Colin,20.636378416281687,10.624404115042466
a,Colin,19.805016400126526,10.027445554300284
a,Colin,22.042003296101672,10.354675528280278
a,Colin,19.49759534626855,9.873206136863683
a,Colin,19.221242079651134,8.721950997983628
a,Colin,21.410377272960325,9.75456419959003
a,Colin,19.059352695032384,9.750288965496825
a,Colin,20.01601128555607,11.365330744994845
a,Colin,20.66559702202414,8.251960722259536
a,Colin,20.09832145259013,9.537969348599171
a,Colin,18.79455329106226,10.712023975271379
a,Colin,21.14071137294016,12.251154979331814
a,Colin,19.22026161734162,9.411881615949211
a,Colin,19.562876087025273,10.664787998208338
a,Colin,18.580259226831068,11.169810104024602
a,Colin,20.33921879081154,10.385567589959308
a,Colin,21.345037309983407,9.687248620159327
a,Colin,20.352584150120546,10.207412396926417
a,Colin,21.50345568093208,9.600205200662197
a,Colin,18.099304289930114,9.379713318053621
a,Colin,20.925714788477382,10.186809429054922
a,Colin,21.73423423663693,10.43329114586906
a,Colin,20.681707255850814,10.094438644152358
a,Colin,21.12757370830635,10.292511212611299
a,Colin,19.936757178481,10.96015027465999
a,Colin,19.751721352449895,9.61277800517183
a,Colin,21.088823796913353,9.032710484250945
a,Colin,19.037395395083184,9.370868681923769
a,Colin,20.741759435675867,9.80778347522219
a,Colin,19.948611731377806,10.573807170217403
a,Colin,18.66196075958796,9.836669138957301
a,Colin,19.367829924699496,12.389562514887013
a,Colin,19.77956620408759,10.936918872523444
a,Colin,21.334881873202935,10.491323256443662
a,Colin,20.16698899194083,9.874797878146586
a,Colin,19.927926604196642,10.985124283094459
a,Colin,18.67116858014873,10.753213886022722
a,Colin,20.641359205527408,10.368316763267991
a,Colin,18.495762387644763,9.757899201095741
a,Colin,20.757919074951307,10.042109016210848
a,Colin,19.75722871952991,9.930662352007205
a,Colin,20.15249924448054,9.593518365194287
a,Colin,20.130502688081545,10.977927791542394
a,Colin,21.040951150046947,8.453055224276415
a,Colin,19.580414870914566,8.993561074417729
a,Colin,19.683300334131513,9.8971581521004115
a,Colin,19.308683863408536,9.066973583905929
a,Colin,19.95100593206481,8.631038182590222
a,Colin,18.95114309146225,10.035106052771365
a,Colin,19.712875820137327,7.893938842735749
a,Colin,19.1928613202314,10.613254911218142
a,Colin,20.450452570186112,8.955571313754945
a,Colin,18.93099674082773,10.522074580409603
a,Colin,21.04371431716916,9.271926816021129
a,Colin,18.785986484032296,10.550211586007444
a,Colin,21.1977742634645,9.545599445662297
a,Colin,20.89509732747886,10.980304159882026
a,Colin,22.17477480648073,10.322391403014807
a,Colin,17.803579020866085,9.562957632222743
a,Colin,19.214759938044143,7.448219337026796
a,Colin,20.258644647299313,9.08198315835164
a,Colin,20.631295993878584,9.31747059263128
a,Colin,20.695037436428535,12.767262609536786
a,Colin,18.908300006302454,10.274458805327994
a,Colin,20.556614619178863,10.695723293541219
a,Colin,19.662876349686858,8.561699535820022
a,Colin,20.348957288597216,9.656843275294461
a,Colin,19.615465250206142,10.052077821556626
a,Colin,20.4066203514323,11.682823753647495
a,Colin,20.615891478775858,10.600910079261533
a,Colin,20.153315413988153,7.660406159280187
a,Colin,20.741289402542137,8.883562306741014
a,Colin,19.83943612536672,9.898290121732877
a,Colin,20.792038825355068,11.493803472459746
a,Colin,20.42487588897784,9.361478228720017
a,Colin,20.150819715829467,9.461229537519936
a,Colin,18.461084148327817,9.460155126566692
a,Colin,20.120948655983838,9.41566022619049
a,Colin,17.793651325400237,9.570911200729595
a,Colin,20.27974337790283,9.115985524793224
a,Colin,21.244401901441925,9.158625176905169
a,Colin,22.293198495496277,11.16941302960619
a,Colin,18.220204844778113,10.866616528801334
a,Colin,21.420640978373754,11.178233258656892
a,Colin,19.422074551218294,8.937877393252966
a,Colin,18.597085351132883,9.280981271564915
a,Colin,20.26956933162836,9.486182902074027
a,Colin,18.822600017448867,9.473189190241612
a,Colin,19.132811047296745,9.681491017163749
a,Colin,19.973975632170227,11.511424463950961
a,Colin,18.9432282303537,9.706365503524077
a,Colin,19.220605195338553,11.554370114258184
a,Colin,19.63889167777472,11.557597906253822
a,Colin,21.748296003875787,10.310091084122215
a,Colin,18.845273729642212,9.978434378373326
a,Colin,19.48836786332587,10.402057241528167
a,Colin,20.46903340618069,9.62180561739825
a,Colin,18.919669531951268,9.844461658903187
a,Colin,20.95392940118556,9.097883304988988
a,Colin,20.181771821743183,9.761508661395732
a,Colin,19.90860557466056,10.485916250137029
a,Colin,18.93092290434719,9.580659933874722
a,Colin,19.867790774006373,11.042035379417728
a,Colin,19.95538664911431,8.761300103586752
a,Colin,17.647460726365328,8.838477933470358
a,Colin,20.729601746930456,9.799428500556836
a,Colin,20.56090829968265,10.188508721222993
a,Colin,20.455293472679436,8.474048688419334
a,Colin,19.071765254778622,10.757901085492561
a,Colin,20.060597375093753,10.92731838098446
a,Colin,19.7850931620313,10.925783859529691
a,Colin,21.18675147784526,8.371331921590746
a,Colin,20.503641633455043,10.351543691493461
a,Colin,18.610869904776973,9.411177169398554
a,Colin,21.371751886203995,10.962507293482144
a,Colin,21.421038629174536,10.376610234144094
a,Colin,21.769508731511202,10.251705416785427
a,Colin,21.59868748572519,9.126221024060648
a,Colin,19.705467520028733,11.096427035704004
a,Colin,21.323091969769102,10.149609682429086
a,Colin,20.250046390577285,11.095135058699102
a,Colin,21.135064765090622,9.831256998319317
a,Colin,18.572450196342142,9.569499959659282
a,Colin,21.607911695303905,10.297104965589657
a,Colin,20.001061507607933,8.42718669448032
a,Colin,19.71014449382908,10.131674470201682
a,Colin,21.300885667803584,10.670520017084112
a,Colin,20.14676439971465,9.608878208062686
a,Colin,22.62593839696605,8.783215628940402
a,Colin,18.058445551144747,11.161784784948738
a,Colin,20.045122806283874,10.91247105150818
a,Colin,20.094075306702976,8.573934057253037
a,Colin,20.451556371533613,11.255242456245924
a,Colin,19.956329371282834,11.299567918247044
a,Colin,19.659991399047133,9.243605650852826
a,Colin,21.525585929252827,8.669246840295482
a,Colin,18.44077428202118,9.094671746803488
a,Colin,19.572906373619386,9.92432436290519
a,Colin,21.750963194759418,9.138624029417695
a,Colin,19.401374366914833,8.64628115985081
a,Colin,20.607254979923752,9.789255764881823
a,Colin,18.522996910890665,9.178064953149377
a,Colin,20.3600872431004,10.530230512070911
a,Colin,22.34009476874229,10.977553967941716
a,Colin,17.963000681296464,9.862053590080391
a,Colin,19.882634653628074,10.24178548093122
a,Colin,18.690973396925852,10.333053907087567
a,Colin,18.053083156752113,9.196921614114329
a,Colin,20.998746404692817,10.176784739557833
a,Colin,20.74308531149344,9.13142342290861
a,Colin,18.217686271115063,10.389055461296383
a,Colin,18.689995241690166,11.24828635567035
a,Colin,19.547463726964693,9.468793534429256
a,Colin,19.149545412263432,10.192868850774172
a,Colin,19.350077084553526,9.283429626942727
a,Colin,18.70465980996374,9.307727096850453
a,Colin,19.172819793517483,10.37070625634763
a,Colin,18.9937909539691,9.905403269374137
a,Colin,20.622806000704294,10.290838042239972
a,Colin,20.111106614586543,9.935227117781686
a,Colin,21.45065288927517,9.356353289139134
a,Colin,18.961948427688174,9.224675944444492
a,Colin,20.67899842884435,10.596925451348719
a,Colin,20.829515352952917,8.556334248461042
a,Colin,20.19326123705414,10.081785257393218
a,Colin,18.232263514279705,11.29287244498667
a,Colin,20.21952745827418,9.949960051491873
a,Colin,21.711392231455076,9.406448892132197
a,Colin,19.696120686465683,11.23932945257444
a,Colin,18.835979723080314,11.469859679588872
a,Colin,19.435664445194778,9.571429912525847
a,Colin,17.819755836613403,11.08627010142635
a,Colin,19.704798659260977,10.13738951229189
a,Colin,20.468981272020116,10.223712903998447
a,Colin,20.250363205802735,8.608588022170338
a,Colin,20.01182549700409,10.617157296454215
a,Colin,18.885393752416423,11.64438322190059
a,Colin,21.652750498280657,9.838582424565793
a,Colin,21.784064181808382,11.422792757570944
a,Colin,20.79495111317659,9.639500437339954
a,Colin,22.039435201843443,8.484306996624948
a,Colin,19.948540853502713,10.099704038501423
a,Colin,20.4722973317569,10.157456384754365
a,Colin,18.98193864814427,8.775807718143403
a,Colin,20.298515593243312,9.377882167235121
a,Colin,21.12863692339348,10.362430594237543
a,Colin,19.510120945534172,8.800208195402961
a,Colin,19.749745067573393,9.856382197735169
a,Colin,20.3631421600394,10.129630762273813
a,Colin,17.82423327212073,9.606736700335212
a,Colin,19.11349879573547,9.239998268522106
a,Colin,20.621888988997014,10.153378207860527
a,Colin,20.880673302455975,9.746113909420933
a,Colin,20.41052284065952,11.298546038869615
a,Colin,17.242154818787977,10.410656126600328
a,Colin,20.709430967867334,9.246936405002428
a,Colin,20.428819173105552,8.503291587590367
a,Colin,19.814030959539355,9.867700869336701
a,Colin,18.52479482071857,9.541113102821251
a,Colin,19.44852152466258,10.608541386324728
a,Colin,19.856176757527628,12.156587657817418
a,Colin,19.543800604580497,9.971478608729251
a,Colin,21.004445024517985,10.65821586099782
a,Colin,20.799066364031322,10.656808621138286
a,Colin,18.329201000050354,11.006403497351755
a,Colin,19.174864778441,12.489714109110315
a,Colin,19.709773291045156,8.991458624151038
a,Colin,17.413758986933633,9.23361340001636
a,Colin,21.334589701587312,9.500094963786518
a,Colin,19.596625266173504,8.531912503671498
a,Colin,20.22874343523077,9.38703991367164
a,Colin,18.33480438852472,9.116793773633619
a,Colin,19.9713040696708,9.632934221713942
a,Colin,19.985375998601086,9.780607835566318
a,Colin,19.03312446538249,11.391243012515414
a,Colin,18.40424752445656,8.778820607106965
a,Colin,20.861712094955877,11.072453365411421
a,Colin,19.731780230182466,8.706269372168661
a,Colin,19.776027772687005,10.718146297947191
a,Colin,20.73893230893188,10.674542833037519
a,Colin,18.67542415051526,10.454120373883029
a,Colin,20.17613554856169,11.309341829075827
a,Colin,19.559941386475266,10.918663195702488
a,Colin,19.389510821229,10.808280375119669
a,Colin,19.90930978259917,9.704402309190726
a,Colin,20.20140730929651,11.021896245192648
a,Colin,20.339466654593718,7.255396729570512
a,Colin,20.512162659367867,8.194936676551354
a,Colin,19.34574803375196,9.488449096012907
a,Colin,21.049353610121585,9.800979778257869
a,Colin,19.8843501368779,8.913265427481637
a,Colin,18.3992743788968,9.305867601228337
a,Colin,18.192593672663953,9.625064672895427
a,Colin,21.68747286707341,10.303918452034122
a,Colin,20.523535437983476,10.822446363343678
a,Colin,18.87481660767118,9.64160777244284
a,Colin,21.731130718676717,10.21119730161692
a,Colin,18.66225367005786,8.577048422356276
a,Colin,19.285592034212158,11.531017934275207
a,Colin,19.82339115860441,9.826534776090146
a,Colin,19.648011607344042,10.197762663844728
a,Colin,20.91755937471559,7.956123601531258
a,Colin,19.36977309480164,9.973678635889236
a,Colin,20.61927962237658,10.279913341438645
a,Colin,19.781711736064658,8.98142293059358
a,Colin,19.677187284508364,8.628883881024981
a,Colin,19.8210678717423,8.5399314930543
a,Colin,17.990833307773748,9.102335015765807
a,Colin,21.520483964413263,10.160775400677794
a,Colin,20.11556209168182,9.690107770148213
a,Colin,20.435193521346957,9.427292392367209
a,Colin,19.37909037596236,9.040468990224221
a,Colin,18.853361313387158,8.281199911141515
a,Colin,19.002953140340427,9.43612251324891
a,Colin,19.078138130662822,9.984074469199951
a,Colin,18.899573836695005,10.40825865585963
a,Colin,19.410913454133713,8.455845925852895
a,Colin,19.716706314448803,11.010414374238986
a,Colin,21.617624504241654,9.27629197586743
a,Colin,20.27644144355517,10.542197364430578
a,Colin,20.94405040366521,11.138155282350851
a,Colin,19.291903048720684,8.3077682399112
a,Colin,22.283162137598318,9.150144553116377
a,Colin,20.763343732815176,9.550919152937244
a,Colin,20.868465633502396,9.661352370168022
a,Colin,21.754506451824682,8.291954962785313
a,Colin,18.8475575207542,8.532448366784568
a,Colin,20.721703177230772,9.623960986660753
a,Colin,18.97187362910923,9.797998571944978
a,Colin,19.819023074127248,10.13365026523958
a,Colin,21.34263196895901,9.222034063680828
a,Colin,19.152846287566277,11.223895358262617
a,Colin,21.49162543920635,10.095465039248115
a,Colin,20.35315180493002,9.460813503456059
a,Colin,19.90439092864709,10.074672776115774
a,Colin,21.016763491916528,11.29483846732733
a,Colin,21.371889274663204,9.934395338774111
a,Colin,20.372062697988355,8.79644970950636
a,Colin,17.92498036894119,8.535204392134746
a,Colin,17.453793108557925,9.84010514094326
a,Colin,21.433997015893034,8.967885303909625
a,Colin,19.071091362018773,11.407822929226803
a,Colin,19.835756510882995,8.985498996527564
a,Colin,21.56902646342121,10.14496986782228
a,Colin,20.435785237548508,11.595645870138938
a,Colin,18.08551888316019,9.51713204095882
a,Colin,19.65187487886938,10.746294097878868
a,Colin,18.96237889190592,10.262679344376446
a,Colin,20.90700920775353,10.66150584818894
a,Colin,19.208013733589066,9.760948331577989
a,Colin,20.70386313129481,10.884347536465453
a,Colin,20.785206018443674,11.672978170590426
a,Colin,19.719849043998725,10.332836177753729
a,Colin,20.009123993898665,9.554828074781366
a,Colin,21.32116677505656,9.490860583009535
a,Colin,19.47233324401954,8.699073296115852
a,Colin,20.656453868516312,7.807194365138033
a,Colin,19.533623711296464,7.68078076992289
a,Colin,19.7857943927939,10.351551043853249
a,Colin,19.487907909980343,9.664259430119486
a,Colin,21.490918932664563,9.437997839216374
a,Colin,19.94668851147979,8.65982735434723
a,Colin,20.561921160397976,11.593942550488654
a,Colin,19.86003241720362,11.013704625653796
a,Colin,20.4703266979659,9.6139291758027845
a,Colin,20.753444844676917,9.352727116293323
a,Colin,19.21328867416306,10.876396421048746
a,Colin,19.1199768634574,8.137787696960709
a,Colin,19.853543810723746,10.714543142572957
a,Colin,19.681344367463595,9.528930351308441
a,Colin,20.576945473957046,9.215288335934673
a,Colin,22.55358573092221,9.468191199999724
a,Colin,18.726793897314412,9.208194995609928
a,Colin,19.275355385070927,9.883934882286068
a,Colin,19.400762914340675,10.496901510458216
a,Colin,19.75510913860065,10.322877568485492
a,Colin,20.028007531694385,9.319381941732814
a,Colin,19.80983863976599,9.349572716398521
a,Colin,18.97994733986569,8.871713930496027
a,Colin,22.166214765517477,10.674731505163585
a,Colin,20.18788864815254,9.924842628834895
a,Colin,20.461207443244934,9.573384412792826
a,Colin,20.394114803555528,11.201528179097203
a,Colin,20.64856318943764,9.502460082203354
a,Colin,20.01887872012512,10.514155361932982
a,Colin,20.552137810242808,10.587984771710278
a,Colin,18.25750017067187,10.020428911053202
a,Colin,18.83188609157719,9.656269491421362
a,Colin,18.142828618925112,11.17812342560228
a,Colin,20.949440118279288,10.800933865248613
a,Colin,18.71862211186866,11.945555066268868
a,Colin,21.39621537619498,9.99116036046459
a,Colin,19.068491247314686,10.686912009756456
a,Colin,18.88911344559682,10.288329659292454
a,Colin,21.22210904104929,10.282797303012728
a,Colin,19.124093993405324,10.260764160703099
a,Colin,19.141346323678746,10.364618903466289
a,Colin,21.21044152510851,10.136275809171647
a,Colin,19.753585516840925,10.163587020606634
a,Colin,17.07275308996171,10.70654182549193
a,Colin,20.082757414175607,9.42252157630543
a,Colin,19.05240026214428,9.306107525416357
a,Colin,18.935505891489193,10.179804347993269
a,Colin,19.455853645679664,8.791804411996942
a,Colin,19.451747751075782,7.783752155762581
a,Colin,20.69731275629307,9.027679818846552
a,Colin,19.75599512908411,9.270787553907935
a,Colin,18.900499970163672,9.776847634749775
a,Colin,19.140762844897942,10.700632510333003
a,Colin,20.23819098419496,9.681305026499668
a,Colin,18.897262258905144,11.84139845813788
a,Colin,18.257008360349246,8.330461217586997
a,Colin,19.801673689485195,10.715819702630403
a,Colin,19.552077428032973,9.855801981281918
a,Colin,19.82141496547867,8.933419464979073
a,Colin,20.25880557589604,11.488590078203035
a,Colin,21.00023317744221,9.513769101880344
a,Colin,21.862466477663965,9.559291993205616
a,Colin,21.037609432685393,9.838064658158835
a,Colin,21.22656200472231,11.656171849420861
a,Colin,18.637121901981068,9.224587982022523
a,Colin,18.590904535640743,9.504348244629455
a,Colin,20.843914423431013,9.313544235882816
a,Colin,18.616596200533014,9.010298549240426
a,Colin,19.535356219770957,10.701578566556018
a,Colin,20.78330404460386,10.350054044922949
a,Colin,19.96956425074814,9.911098249779975
a,Colin,20.379823812896884,9.00631407461786
a,Colin,21.52603311194883,9.756551698886685
a,Colin,19.018013708070384,10.10002251536553
a,Colin,19.696127237517427,10.67997547520527
a,Colin,21.690260436611943,9.915284839340696
a,Colin,22.238532116273504,9.976349078872875
a,Colin,19.828784487703455,9.502189245493804
a,Colin,20.231692828563357,12.356841485408943
a,Colin,19.745578548569206,10.40513503199463
a,Colin,19.88168615207466,11.640624224229601
a,Colin,19.582871206414033,7.781818843944942
a,Colin,20.23315800123347,10.211393920270563
a,Colin,20.19919054449817,8.608022059281675
a,Colin,20.183229418589576,12.206578388727989
a,Colin,19.591014152764707,8.755116973369486
a,Colin,21.543575757585987,9.968814464512569
a,Colin,19.869802831901154,10.7485764486646
a,Colin,20.071913140006732,8.23921593084444
a,Colin,20.31675239643479,9.144065640201118
a,Colin,18.771599236773227,9.002383604182517
a,Colin,20.68575129397896,10.189055001668825
a,Colin,19.410780482779753,9.199573996800616
a,Colin,20.715345081282095,8.989520560717617
a,Colin,19.610347978514383,10.784142712310087
a,Colin,18.573476053460578,8.68707932734791
a,Colin,18.713091844333825,10.868726618494172
a,Colin,19.908019748237844,9.331858830274674
a,Colin,20.94090525052589,10.264053890768176
a,Colin,20.387350791970565,9.966417917499319
a,Colin,19.74894542360874,11.476192888211068
a,Colin,20.62760476668635,8.30742153448813
a,Colin,19.47697925222392,10.311838886988863
a,Colin,19.961715657292487,8.285891201086368
a,Colin,19.12601269253935,9.810074869435839
a,Colin,18.375256968154332,10.571645252414566
a,Colin,19.706298750656064,11.802490114800934
a,Colin,19.85748694039946,10.620119417967896
a,Colin,21.055378769336258,10.06074321199598
a,Colin,20.398833299482543,10.158496614295407
a,Colin,19.33407923671907,11.255856901932955
a,Colin,18.241525234410155,9.975653589192731
a,Colin,21.44886701260522,10.072419425475076
a,Colin,19.780755727639534,8.64322847157617
a,Colin,21.431582805140057,10.749148477622661
a,Colin,19.091029736450302,10.294657803519122
a,Colin,21.22136507367544,9.758555552313661
a,Colin,20.79694779588601,9.771429309715206
a,Colin,20.199421123627815,9.304579644539452
a,Colin,20.53640926381215,9.252126458176406
a,Colin,19.43283949597882,7.59913792292574
a,Colin,21.6679559465349,7.837904062133678
a,Colin,18.283543932295043,9.237971540455298
a,Colin,21.000206300598787,10.150802781505515
a,Colin,19.736232416069498,10.901676911195525
a,Colin,21.120655888873422,10.359812413555815
a,Colin,19.752609065233028,9.508545116023035
a,Colin,20.61650857323937,8.424434985461096
a,Colin,19.57087246630828,10.400237878037377
a,Colin,21.40078549793543,9.782296038395009
a,Colin,19.663423462227385,8.858419049450198
a,Colin,22.02750563757136,9.948708008722445
a,Colin,19.87387183129137,9.77631546941238
a,Colin,20.06436608032594,10.440976548021611
a,Colin,20.319400259862746,12.593477698345168
a,Colin,20.10192753912415,9.571143794611334
a,Colin,20.739762507565608,10.060111693219167
a,Colin,21.54312318496765,8.481526412699926
a,Colin,19.924976055202833,9.154531827254262
a,Colin,20.248092852191444,10.30559404944905
a,Colin,17.91967421063777,9.180214610480053
a,Colin,19.74386704803191,10.724988508169844
a,Colin,17.395454619115363,9.860172916628207
a,Colin,20.56213848782022,8.231152992087711
a,Colin,20.942230382988456,10.524553785433204
a,Colin,20.51281150639506,8.182282981594945
a,Colin,18.16850384982233,9.762740859609265
a,Colin,19.712500682261318,10.236440682461021
a,Colin,19.488691352800714,8.23187488158817
a,Colin,18.896506193421896,11.580622172292713
a,Colin,20.96428104508523,10.493914486461092
a,Colin,19.783542561171505,9.752554505375311
a,Colin,20.689898872644353,9.737145551119928
a,Colin,21.091591973340257,12.026959957751423
a,Colin,19.70889919370949,9.73560863330844
a,Colin,19.215443209442412,9.795440171715699
a,Colin,20.186974788388415,9.538276522279437
a,Colin,21.402011773910157,9.544485947971454
a,Colin,20.68628396734915,9.607779836282438
a,Colin,18.965462937077383,10.102825044070848
a,Colin,19.089846395608273,9.491843649626345
a,Colin,18.742972441764483,9.71270650515568
a,Colin,20.297575482472904,10.80037157290069
a,Colin,20.3343462438813,10.746170281538953
a,Colin,20.647179274651652,9.982547677913322
a,Colin,19.47312989633872,8.760247158697757
a,Colin,19.696906660810175,9.548890666064725
a,Colin,19.952779739149715,10.69575734264742
a,Colin,20.442753407768752,9.694655741176128
a,Colin,20.323076834978668,10.109397262398241
a,Colin,19.46334929711861,10.088187735033197
a,Colin,21.240371753039888,11.177701114041387
a,Colin,21.37199743953506,8.687211888291817
a,Colin,20.633524755714273,9.232101132292732
a,Colin,20.75079879590258,9.069835478501206
a,Colin,19.371168095644848,9.49263744617932
a,Colin,21.781813634203825,10.621454948033549
a,Colin,20.752355996278208,11.43081234938984
a,Colin,18.885470463782447,9.993448302243966
a,Colin,21.103591955320546,9.37458594475003
a,Colin,18.439768677239847,10.41194347391891
a,Colin,20.621021504369995,9.779391565908545
a,Colin,20.929896397458478,11.497063186711731
a,Colin,19.400989834649526,9.535366189113068
a,Colin,20.805109193703505,8.799770386351147
a,Colin,23.561004584548893,11.322182399378793
a,Colin,19.96297014960065,8.595108671244304
